Sample Skill,Similar Skills
dlp,isdn(0.9354846477508545),switchconfiguration(0.9333174824714661),enterprisenetworks(0.926560640335083),ciscorouter(0.9194193482398987),fwsm(0.9172918796539307)
unix/aixsupport,structuredquerylanguage(0.7006465196609497),video(0.6958298087120056),ubuntulinux(0.6912974119186401),visual studiocode(0.6897742748260498),linuxshellscripting(0.6866742968559265)
networkserverapplications_rumba/as400,windowsserver2012(0.7067373991012573),microsoftwindows2000(0.7030695080757141),windowsserver2008(0.6935243010520935),microsoftwindowsserver(0.6858800649642944),windowsserver(0.6782893538475037)
crm unterstützung,salesskills(0.8187346458435059),taxmatters(0.8185101747512817),meetpotentialclients(0.8157898187637329),molecularbiology(0.8100159168243408),vendorsupport(0.8100118041038513)
borlanddelphi,monitoringindustrytrends(0.37856584787368774),emailmarketingcampaigns(0.3675873875617981),diploma>diplomaanthropology(0.36002638936042786),clientrequest(0.35826805233955383),userexperiencedesign(0.3562467694282532)
lotus123,softwaredistribution(0.8914679288864136),corporateaccounting(0.8799910545349121),clientdeliverables(0.8792309761047363),wms(0.8783256411552429),stockanalysis(0.8770560026168823)
einkaufscontrolling,manmanagement(0.9178563952445984),engineering_planning/projectplanning(0.9161323308944702),humanresourcesmanagement(0.9114934802055359),erm applications_sapr3(0.9106668829917908),foodprocessing(0.909951388835907)
internationalmanagment,marketdata(0.8371610641479492),creditmanagement(0.8370183110237122),manufacturingexecution(0.8329817056655884),managementreporting(0.8312092423439026),foodprocessing(0.8301222324371338)
projektmanagement,qualitysystems(0.9399669766426086),statutorycompliance(0.9379639625549316),mfg(0.9357531666755676),financialmodel(0.9346913695335388),control inventory(0.9332618117332458)
rechnungslegung,costcutting(0.8270193934440613),tooling(0.8146840333938599),healthinsurancebusiness(0.8097148537635803),billofmaterials(0.8077634572982788),marketingtactics(0.8012040853500366)
c teilemanagement,warehousedistribution(0.8642207980155945),financialrecords(0.8583018183708191),fixtures(0.8564106822013855),vendorsupport(0.8542989492416382),legalrequirements(0.853904128074646)
führungsprinzipien,issuemanagement(0.7352775931358337),givingpresentations(0.7340232729911804),itoperations(0.7280226945877075),resourceutilization(0.7216483354568481),business/systems(0.7194112539291382)
geschäftsleitung,sell(0.6492517590522766), strong(0.6443055868148804),querydesigner(0.6378441452980042),augmentedreality(0.636468768119812),customercomplaints(0.6290022730827332)
innovationsprozesse,saleschannels(0.7546437978744507),responsiveness(0.6906294226646423),projectportfolio(0.6902294158935547),consumerproducts(0.686393678188324),base(0.6795057654380798)
photovoltaics,ctp(0.8572391271591187),industrialdesign(0.856255054473877),msofficepowerpoint(0.8551923632621765),robohelp(0.8519284725189209),procurementchannels(0.8498008251190186)
pvsyst,communicationmanagement(0.8904586434364319),contractmanagement(0.8862001895904541),sixsigmagreenbelt(0.8846818208694458),staffsupervision(0.8822888731956482),processoptimization(0.87486732006073)
faultdiagnosis,abaqus(0.627156138420105),chemicalvapordeposition(0.6022491455078125),electronicmedia&non verbalcommunicationskillsdrivinglicencefullcleanuklicence(0.59940105676651),ht(0.5971217751502991),purchasepricevarianceexperienceofdealingwithnda's(0.5902102589607239)
generalmaintenance,ansys(0.8909808993339539),autodeskinventor(0.8816474080085754),solidworks(0.8715813755989075),computerbasics(0.8708058595657349),advanceexcel(0.8684201836585999)
vehiclediagnostics,paint(0.8023802638053894),erpsysteme(0.7852990031242371),adobephotoshop lightroom(0.7787292003631592),technicaldrawing(0.7775171399116516),pettycashmanagement(0.7771835923194885)
berechnung,skills(0.8023147583007812),flexible(0.7974305152893066),indesign/photoshop(0.7849224209785461),adaptable(0.7749391198158264),managestress(0.7673624753952026)
femanalysis,biomedicalengineering(0.9132903814315796),electricalwiring(0.9041754603385925),hmi(0.8551203012466431),biomedical(0.851719081401825),compex(0.8510438799858093)
konstruktion,high energy(0.7641943097114563),cashier(0.7458487749099731),partdesign(0.7418081164360046),salesconsulting(0.7374589443206787),manufacturingunit(0.7330716252326965)
siemensnx,andrequirements(0.9443981647491455),recognisestheimportanceofadheringtosetstandardsandregulations(0.9397391676902771),processdevelopmentsuppliermanagementprocurementcontractmanagementspecificationwritingtenderevaluationsprojectmanagementfinancialreportingnegotiationrelationshipmanagementfinancialacumenanalyticalprofessionalresultsfocused(0.9362537264823914),leadershipnegotiationinflentialcommunicationselfstarterdevelopingpeoplecoachingmentoring(0.9347125291824341),atlas(0.9334824085235596)
appliedmechanics,powersystem(0.8324699401855469),silk(0.779077410697937),systemdesign(0.7747524380683899),ccr(0.7738854885101318),mtm(0.7732726335525513)
commissioning electrical,qualitysystem(0.7200477719306946),branchmanagement(0.7067611813545227),electric(0.682861864566803),wtt(0.6710994243621826),processquality(0.6644611358642578)
elektrotechnik,addie(0.795415997505188),siemensplc(0.7764633297920227),lms(0.7728808522224426),rhapsody(0.7676249146461487),businessprocessimprovement(0.7672367691993713)
inbetriebnahme,fieldtesting(0.6798615455627441),automation tools(0.6784802675247192),blue prism(0.6729239225387573),branchmanagement(0.6701489686965942),csqa(0.6690254807472229)
mechanikdesign,fotografieren(0.6609094142913818),maya(0.657058596611023),mediacomposer(0.6465084552764893),adobeaftereffects(0.6409410834312439),adobesuite(0.6397535800933838)
designderpv anlage,cad cam(0.8305496573448181),desktopmanagement(0.8221362233161926),zen(0.8198065161705017),msoffice[word(0.8194666504859924),unigraphics(0.8186119198799133)
pvsizingtool,productdesign(0.6192606091499329),sla(0.6126620769500732),kpis(0.5984400510787964),virtualprivatenetwork(0.5951915979385376),softwareimplementation(0.5938850045204163)
ansys caesoftware,microsoftaspnet(0.4083044230937958),erpsysteme(0.40773868560791016),v ray(0.4042101800441742),mrpliterate:sap(0.40254318714141846),betriebssysteme(0.39627930521965027)
pharmaceuticalmachinery,wordexcel(0.8894171714782715),purchasing/procurmentexperience(0.8852980732917786),internetresearch(0.8798788189888),prince2(0.8792991042137146),att(0.877815306186676)
industrialdesign,purchasing/procurmentexperience(0.8848726153373718),containershipping(0.8762525320053101),collaborationandstakeholdermanagement(0.8757039904594421),marketing operations(0.8754172921180725),desktopmanagement(0.874468207359314)
catiadesignprogram,6000(0.7499268651008606),abilitytoeffectivelyanalyse(0.74263596534729),service(0.7297221422195435),paymentterms(0.7288705706596375),purchasing5years(0.7277588844299316)
erm applications_sapcrm,accountreconciliations(0.7903695106506348),management plan(0.7874844074249268),microsoftexcel5years(0.785718560218811),labourlaw(0.7838720679283142),greetingguests(0.7823942303657532)
assembly//implementing,projectmanagementprofessional(0.9110164046287537),handling project(0.9004009962081909),results focused(0.8641738891601562),budgetanalysis(0.863585889339447),scopemanagement(0.8607461452484131)
processautomation pps,reportprogress(0.8109175562858582),ppl(0.8107647895812988),processdevelopment(0.802954375743866),wiki(0.8013142943382263),assembly//implementing(0.7969871163368225)
drives,ppl(0.8300136923789978),businessdelivery(0.8280271887779236),processautomation(0.79373699426651),agilepractices(0.7934487462043762),frs(0.791724681854248)
cad cam cae cim,hpservicemanager(0.7657350897789001),vnc(0.729813277721405),emctools(0.7217162251472473),vulnerabilityassessment(0.7064621448516846),symantecendpointprotection(0.6993538737297058)
fea,vendordevelopment(0.9233543872833252),accountingmanagement(0.9143893718719482),resolvingcustomercomplaints(0.9095422625541687),livechat(0.9092763066291809),ensuresmoothfunctioning(0.9090542793273926)
mechanicalequipment,moscowbusinessschoolmoscow(0.5611884593963623),etf(0.5604114532470703),teamactivities(0.5582706332206726),expertadvice(0.5558208227157593),otif(0.5440555810928345)
rohrleitung,markettrends(0.759292483329773),effectivemanagement(0.7561285495758057),trainingprograms(0.7441921234130859),cashhandling(0.7433902621269226),phoneetiquette(0.7425717711448669)
ansysfluent,cityandguildcertificateinmechanicalmaintenance(0.7248893976211548),netbeanside(0.7008978128433228),makingappointmentsforcustomersoverthetelephoneandfacetoface(0.6957433819770813),workswellunderpressuretothehighestofstandards(0.6838358044624329),plansandtargetstowinnewbusinessandexceedtargets/kpis(0.6789361238479614)
konstruktion3d,augmentedreality(0.6808079481124878),emailcampaign(0.6760783195495605),servicequality(0.6698885560035706),marketresearch&analysis(0.660573422908783),artdirection(0.659136950969696)
designformanufacturing,"""solutionselling""(0.46708613634109497)",mentorgraphics(0.4603238105773926),ruotsi(0.4598948359489441),taxreporting(0.4592447578907013),abilitytomulti task(0.45881012082099915)
gd&t,modelviewcontroller(0.6433799862861633),oauth(0.6358969807624817),responsivewebdesign(0.6334734559059143),redux(0.6331547498703003),react redux(0.6323817372322083)
tolerance,includingsitevisitsand/oruseoftheinternetwhereitisnecessarytoconfirmstocklevelsmaintainawrittenrecordofkeypointsfromconversationswithcustomersorotherdepartmentsfollowiso9000proceduresrelevanttothecustomerservicedepartmentensuredataontheepicorcustomerrequirementsareaisaccurateanduptodatehelpwiththeupkeepofadepartmentalproceduresmanualdetailingmethodsassistinthemaintenanceofthecustomerrelationshipsystemassistinthemaintenanceofthecustomercomplaintssystemupkeepofdiarydetailingmovementsofkeystaffsalessupport(0.32435342669487),anpassungsfähigkeit(0.3118688464164734),fullp&lresponsibility(0.3118114173412323),organiseandworkefficientlywhileunderpressure(0.3038029968738556),zoom(0.30377331376075745)
ideenentwicklung,bugtracking(0.8250807523727417),bugtrackingtools(0.8249046802520752),bugtrackingtool(0.8176660537719727),unit test(0.8125748038291931),restassured(0.8109167218208313)
prototypentwicklung,oud(0.6255863904953003),operatingrecordingsystemsassociatedwiththeprojectprocurementprocess(0.6253566145896912),bsm(0.6029276847839355),fabric(0.6009587049484253),outlook10+years(0.5975393652915955)
arbeitssicherheit,graphs(0.6178920865058899),webdynproabap(0.6147615909576416),ensurequality(0.6088845729827881),brd(0.6036964654922485),gapanalysis(0.6010189056396484)
entwicklungsleitung,internationalization(0.48928302526474),restrictedkeyfigures(0.47549039125442505),marklogic(0.46120408177375793),upssales(0.46114781498908997),competentinallmicrosoftwordpackages(0.4312189519405365)
qualitätsmanagementbeauftragter,chefassistentin(0.4829273521900177),risk(0.47799861431121826),homesite(0.47394901514053345),xitami(0.47280755639076233),autodeskvault(0.4708651304244995)
qualitätsmanagementfachkraft,bt(0.38260015845298767),pipe(0.3730960488319397),loganalytics(0.3672373294830322),apachejmeter(0.36411798000335693),portlet(0.36340996623039246)
ibacsandviewtec,captivate(0.807348370552063),sputtering(0.7950270771980286),system1(0.794901967048645),msofficepowerpoint(0.7807517647743225),ctp(0.7778686285018921)
aeroengineorgasturbinecomponentstructural/stressanalysis,edatools(0.7012471556663513),b2csales(0.6971567273139954),imageprocessing(0.684433102607727),ion(0.6727007627487183),excellentreportwritingandpresentationskillsusingmsexcel(0.6688790917396545)
sc03,planwriteandgivetoolboxtalks(0.29126185178756714),packinganddispatching(0.290679931640625),•confident(0.28537091612815857),employeemanagement(0.26912978291511536),advancedmicrosoftoffice(0.26193368434906006)
•3dhomearchitect,einkommensteuer(0.7808022499084473),autodeskinventor(0.75835782289505),ultrasonic(0.7567059993743896),computerbasics(0.7559801340103149),fastlearnerlessthan1year(0.7559292912483215)
•avidliquid,minitab(0.7240101099014282),pettycashmanagement(0.7146073579788208),catiav5(0.7022250890731812),robohelp(0.700572669506073),webbrowsing(0.699590265750885)
•solidwork,cad(0.8188706040382385),cad/cam(0.8175712823867798),msofficeapplications(0.8141526579856873),autodeskinventor(0.8070769906044006),catia(0.8046610951423645)
heavymaintenance,agoodlistener(0.7973411679267883),leadershipquality(0.7950809001922607),selfmotivation(0.7941927909851074),analyticalthinking(0.7853096723556519),team player(0.7846646904945374)
edv,sapqm(0.8224082589149475),ricef(0.8221379518508911),mmmodule(0.8213719725608826),sappp(0.8140610456466675),abapworkflow(0.812092125415802)
entwicklungvonvertriebsstrategien,archivingandrecordtracing(0.6343738436698914),firstaid10+years(0.6315329670906067),codalessthan1year(0.6245587468147278),datamanagement5years(0.6244214773178101),tescoconnect(0.6210116147994995)
marktbearbeitung,qualitative(0.7970460057258606),demandplanning(0.7953065633773804),projectteams(0.792047917842865),leanmanufacturing(0.7875936627388),clientfocused(0.7865191698074341)
produktpräsentation,projektmanagement(0.5597538948059082),andhavealwaysenjoyedworkingwithinateamtoachieveacommongoaliamequallyskilledatworkingalone(0.5534435510635376),environmentalhealth(0.5517659187316895),chp5years(0.5470108389854431),microsoftexcel5years(0.5425644516944885)
kundengewinnung;teammanagement,stockcontrol5years(0.7185289263725281),sdp(0.6990582346916199),farming(0.6781947016716003),produceregularreports(0.6780017614364624),batchmanagement(0.6722990870475769)
master dessexport technickenmbamaster2professional internationalbusiness iaepoitiersfrankreich,"""corporatesales""(0.760125994682312)",firstaid10+years(0.7433403134346008),leadershipopportunities(0.7422184944152832),marketingandtraining(0.7412397265434265),diploma>diplomafoodindustryengineering(0.7379218935966492)
umsatzsteigerungenverhandlungenprojektrentabilitäts verbesserungkundengewinnung&geschäftsaufbauteambildung&erfolgreicheführung,inventoryplanning(0.7492824196815491),bse(0.7423292398452759),tenderpreparation(0.7418627142906189),jd edwards(0.7405841946601868),astm(0.7391580939292908)
vertrieb,directsales(0.9255498051643372),businessdevelopmentmanager(0.9208957552909851),expedia(0.9134387969970703),sapmmmodule(0.912641704082489),handling(0.910690426826477)
